DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200104132,1/2/2020,1/2/2020,1915,1,Central,182,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822,31,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,1200 S GRAND AV,,34.0402,-118.2633
200104135,1/2/2020,1/2/2020,2000,1,Central,142,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218 1810 2032,30,M,W,101,STREET,,,IC,Invest Cont,440,,,,300 S GRAND AV,,34.053,-118.2513
200104136,1/2/2020,1/2/2020,2000,1,Central,158,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1300 1309 2004 0913 1268 2003 1218,50,M,B,101,STREET,307,VEHICLE,AA,Adult Arrest,230,,,,600 S CENTRAL AV,,34.039,-118.24
201815332,8/10/2020,8/10/2020,125,18,Southeast,1822,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1814 0448 0429 0416 1243 1813 2000,50,F,B,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,10300 S BROADWAY,,33.9425,-118.2781
200104138,1/2/2020,1/2/2020,1740,1,Central,111,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0411 0400 1822 0445,40,M,H,203,OTHER BUSINESS,216,SCISSORS,IC,Invest Cont,230,,,,600 N BROADWAY,,34.0586,-118.2402
200104139,1/2/2020,1/2/2020,2210,1,Central,162,2,888,TRESPASSING,1501 2004,34,M,O,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,888,,,,800 W 7TH ST,,34.0487,-118.2588
200104140,1/2/2020,1/2/2020,2145,1,Central,192,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0416 1414 1276 0417,34,F,B,701,HOSPITAL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,1300 S HOPE ST,,34.0395,-118.2656
200104141,1/2/2020,1/2/2020,2120,1,Central,162,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 0429,45,M,O,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,700 S FLOWER ST,,34.0487,-118.2588
200104150,1/3/2020,1/2/2020,2200,1,Central,158,2,624,BATTERY - SIMPLE ASSAULT,0416 1218 2004 1202 2034,62,M,B,102,SIDEWALK,308,STICK,IC,Invest Cont,624,,,,7TH ST,KOHLER,34.0377,-118.2425
200516527,11/12/2020,11/12/2020,430,5,Harbor,508,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,23400 PRESIDENT AV,,33.8129,-118.3071
200609101,4/15/2020,4/12/2020,1300,6,Hollywood,648,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,AO,Adult Other,510,,,,5700 HOLLYWOOD BL,,34.1017,-118.3136
200104187,1/3/2020,1/1/2020,1845,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),344,20,F,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W 7TH ST,,34.048,-118.2577
211422362,12/2/2021,12/2/2020,1040,14,Pacific,1416,2,354,THEFT OF IDENTITY,1501,31,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,13100 LAKE ST,,34.0081,-118.4512
200104192,1/3/2020,1/3/2020,930,1,Central,124,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0447,0,X,X,102,SIDEWALK,,,IC,Invest Cont,745,,,,100 W 1ST ST,,34.0522,-118.2434
211304982,1/23/2021,7/24/2020,100,13,Newton,1381,1,121,"RAPE, FORCIBLE",0913 0527 1259 0522,15,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,812,,,300 W 61ST ST,,33.9842,-118.2789
200104201,1/3/2020,1/1/2020,130,1,Central,132,1,330,BURGLARY FROM VEHICLE,1822 1307 0344 0329,51,M,H,101,STREET,,,IC,Invest Cont,330,,,,3RD,GRAND,34.053,-118.2513
200104204,1/3/2020,1/2/2020,1115,1,Central,154,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 1218 1000 0345 0344,23,M,B,101,STREET,,,IC,Invest Cont,440,,,,6TH,MAIN,34.0446,-118.249
200104205,1/3/2020,1/3/2020,1315,1,Central,128,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 1218 0344 2032,29,M,B,101,STREET,,,IC,Invest Cont,440,,,,1ST,LOS ANGELES,34.0515,-118.2424
200104208,1/3/2020,1/3/2020,1015,1,Central,192,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0913 0603,58,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,745,,,,1600 S HOPE ST,,34.0363,-118.2677
200104209,1/3/2020,1/3/2020,1830,1,Central,152,2,624,BATTERY - SIMPLE ASSAULT,1218 0913 0340 0416 1268,24,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 W 7TH ST,,34.0491,-118.2558
200104221,1/3/2020,1/3/2020,1200,1,Central,166,1,761,BRANDISH WEAPON,1218 1822 0443,51,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",215,MACHETE,IC,Invest Cont,761,,,,600 S SAN PEDRO ST,,34.0421,-118.2469
200104222,1/3/2020,1/3/2020,1550,1,Central,135,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,41,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,740,,,,100 W 2ND ST,,34.051,-118.2445
200104223,1/3/2020,1/3/2020,1839,1,Central,154,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,32,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,100 E 5TH ST,,34.0467,-118.2485
200104224,1/3/2020,1/3/2020,1800,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1402 0344 2004 0378,23,M,H,406,OTHER STORE,,,IC,Invest Cont,442,998,,,700 W 7TH ST,,34.048,-118.2577
200104227,1/4/2020,1/3/2020,1800,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1402 0907 2004 0344,35,M,W,406,OTHER STORE,,,IC,Invest Cont,442,998,,,700 W 7TH ST,,34.048,-118.2577
200104228,1/4/2020,1/3/2020,1850,1,Central,159,1,210,ROBBERY,0305 1309 0355 0334 0302 0344 1822,28,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,4TH,SEATON,34.0433,-118.2377
200104230,1/4/2020,1/3/2020,2100,1,Central,162,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,700 S GRAND AV,,34.0473,-118.2566
200104231,1/3/2020,1/3/2020,2220,1,Central,148,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 1310 0411 1822 0319,58,M,H,101,STREET,204,FOLDING KNIFE,IC,Invest Cont,230,,,,5TH,CROCKER,34.0435,-118.2427
200104233,1/3/2020,1/3/2020,1645,1,Central,145,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1218 0377 0913 0344,57,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,100 E 5TH ST,,34.0471,-118.2474
200104234,1/4/2020,1/3/2020,2100,1,Central,135,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0377 1822 2032 0344,27,F,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,,,,100 W 2ND ST,,34.051,-118.2445
200104235,1/4/2020,1/3/2020,2200,1,Central,159,1,330,BURGLARY FROM VEHICLE,1822 0377 0329 1307 0344,30,F,H,101,STREET,,,IC,Invest Cont,330,,,,PALMETTO,E SANTA FE,34.0403,-118.2308
200104236,1/3/2020,1/3/2020,1630,1,Central,161,1,330,BURGLARY FROM VEHICLE,0344 0321 1822 0386,30,M,B,101,STREET,,,IC,Invest Cont,330,,,,800 JAMES M WOOD BL,,34.0483,-118.2631
200104237,1/4/2020,1/4/2020,500,1,Central,192,1,330,BURGLARY FROM VEHICLE,1307 1822 0377 0344,31,M,B,101,STREET,,,IC,Invest Cont,330,,,,GRAND,S PICO,34.0384,-118.2646
200104238,1/3/2020,1/3/2020,1840,1,Central,182,1,330,BURGLARY FROM VEHICLE,1307 1822 1414 0329 0344,0,X,X,108,PARKING LOT,,,IC,Invest Cont,330,,,,GRAND,W PICO,34.0389,-118.2643
200409682,6/10/2020,6/10/2020,1900,4,Hollenbeck,412,1,210,ROBBERY,0913 1814 0448 2000,24,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,200 N AVENUE 25,,34.078,-118.2181
200706211,2/17/2020,2/16/2020,2350,7,Wilshire,734,2,624,BATTERY - SIMPLE ASSAULT,444,29,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,6000 W 6TH ST,,34.0677,-118.3548
210704711,12/24/2020,12/24/2020,1310,7,Wilshire,782,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,47,F,A,101,STREET,,,IC,Invest Cont,331,,,,6000 COMEY AV,,34.0339,-118.3747
200104244,1/4/2020,1/4/2020,40,1,Central,156,2,624,BATTERY - SIMPLE ASSAULT,416,48,F,B,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,500 SAN JULIAN ST,,34.0446,-118.245
202113531,9/6/2020,9/5/2020,1500,21,Topanga,2149,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,AA,Adult Arrest,510,,,,19700 VANOWEN ST,,34.1938,-118.5631
200815521,10/20/2020,9/18/2020,1400,8,West LA,852,2,354,THEFT OF IDENTITY,1822 0100 0928,32,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1600 BARRY AV,,34.042,-118.4531
200317571,9/19/2020,9/19/2020,1040,3,Southwest,353,1,210,ROBBERY,1822 0342 1100 0334 0302 0430 1300 1309 1407 1409,23,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,OBAMA BL,VIRGINIA RD,34.0215,-118.3393
200306227,2/7/2020,2/6/2020,1800,3,Southwest,397,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,43RD ST,MENLO,34.0073,-118.298
200514277,9/17/2020,9/17/2020,2255,5,Harbor,558,2,901,VIOLATION OF RESTRAINING ORDER,1813 2000 2038,46,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,901,,,,200 W AMAR ST,,33.7478,-118.2822
200104268,1/4/2020,1/4/2020,1230,1,Central,111,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 1414 0429,40,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,100 PASEO DE LA PLAZA,,34.0615,-118.2412
200104269,1/4/2020,1/4/2020,500,1,Central,156,2,624,BATTERY - SIMPLE ASSAULT,0416 1218 2033 1822,57,F,O,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,500 S SAN PEDRO ST,,34.0437,-118.2455
200104270,1/4/2020,1/4/2020,1630,1,Central,195,1,330,BURGLARY FROM VEHICLE,1822 0344 1307 1609,32,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,1300 S LOS ANGELES ST,,34.0357,-118.2593
200816200,11/8/2020,11/7/2020,1000,8,West LA,849,2,886,DISTURBING THE PEACE,1501 0603 0361,58,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,886,,,,1200 S HOLT AV,,34.0561,-118.3784
201821270,11/28/2020,11/28/2020,315,18,Southeast,1826,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038,25,F,H,501,SINGLE FAMILY DWELLING,515,PHYSICAL PRESENCE,AO,Adult Other,901,,,,9400 MAIE AV,,33.952,-118.2446
200104275,1/4/2020,1/4/2020,1238,1,Central,161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0,X,X,402,MARKET,,,IC,Invest Cont,442,,,,800 S FIGUEROA ST,,34.0483,-118.2631
200104276,1/4/2020,1/2/2020,2130,1,Central,119,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0910 0344,18,M,H,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,440,,,,800 N ALAMEDA ST,,34.0563,-118.2374
200104277,1/5/2020,1/4/2020,2130,1,Central,159,1,330,BURGLARY FROM VEHICLE,1307 1609 0344,25,M,O,101,STREET,,,IC,Invest Cont,330,,,,JESSE ST,SANTA FE,34.0364,-118.2303
200104279,1/4/2020,1/4/2020,1558,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W 7TH ST,,34.048,-118.2577
200104281,1/4/2020,1/4/2020,1300,1,Central,156,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344,37,F,W,517,MISSIONS/SHELTERS,,,IC,Invest Cont,440,,,,500 S SAN PEDRO ST,,34.0437,-118.2455
200400694,3/26/2020,3/26/2020,1435,4,Hollenbeck,422,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 0302 1309 0334 1100 1407 1822,23,M,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,230,998,,,2200 THOMAS ST,,34.0707,-118.2103
200104283,1/4/2020,1/4/2020,1755,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W 7TH ST,,34.048,-118.2577
200104284,1/4/2020,1/4/2020,15,1,Central,145,2,888,TRESPASSING,1501,67,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888,,,,100 E 4TH ST,,34.0482,-118.2472
200104285,1/5/2020,1/5/2020,200,1,Central,164,2,624,BATTERY - SIMPLE ASSAULT,1601 0444 0416,26,M,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 S SPRING ST,,34.046,-118.2509
200104286,1/4/2020,1/4/2020,1700,1,Central,162,1,330,BURGLARY FROM VEHICLE,0344 1307 1609 0329,47,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,700 S FLOWER ST,,34.0487,-118.2588
200104287,1/4/2020,1/4/2020,2345,1,Central,119,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 0910 1820 2048,21,F,H,834,LA UNION STATION (NOT LINE SPECIFIC),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 N ALAMEDA ST,,34.0563,-118.2374
200104289,1/5/2020,1/3/2020,2315,1,Central,164,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344,26,F,C,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,440,,,,600 S SPRING ST,,34.046,-118.2509
200104291,1/5/2020,1/4/2020,1900,1,Central,163,1,210,ROBBERY,0357 0444 0429 0344 1202 1822 0377 1602,64,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,7TH,SPRING ST,34.0449,-118.2528
200104292,1/5/2020,1/4/2020,1230,1,Central,101,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344,26,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,900 NEW DEPOT ST,,34.0652,-118.2451
200104293,1/5/2020,1/3/2020,2200,1,Central,105,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1822 0377 1606 0321 0344,31,F,B,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,420,,,,400 CASANOVA ST,,34.0713,-118.2291
200104300,1/5/2020,1/4/2020,1915,1,Central,152,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,39,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,600 S GRAND AV,,34.0488,-118.2553
200815782,10/27/2020,10/27/2020,2010,8,West LA,884,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 2004 1218,35,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,SEPULVEDA,TENNESSEE,34.0387,-118.4366
200104302,1/1/2020,1/1/2020,1,1,Central,153,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,25,F,F,207,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,440,,,,500 S SPRING ST,,34.0467,-118.252
200104303,1/5/2020,1/4/2020,1630,1,Central,166,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,600 WALL ST,,34.0435,-118.2471
200104310,1/5/2020,1/5/2020,1010,1,Central,118,2,624,BATTERY - SIMPLE ASSAULT,0416 2004,28,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,900 N BROADWAY,,34.064,-118.2375
200815680,10/25/2020,10/24/2020,1800,8,West LA,855,1,310,BURGLARY,1822 1420 0344,33,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1400 S BENTLEY AV,,34.0509,-118.4459
200104313,1/5/2020,1/4/2020,1430,1,Central,156,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032 1202 1822 1218,75,M,B,102,SIDEWALK,,,IC,Invest Cont,341,,,,5TH ST,SAN JULIAN ST,34.0446,-118.245
211614109,12/6/2021,9/20/2020,1200,16,Foothill,1685,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,151,TOW YARD*,,,IC,Invest Cont,420,,,,11400 PENROSE ST,,34.2219,-118.3814
200104316,1/5/2020,1/4/2020,747,1,Central,162,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,421,32,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,700 S OLIVE ST,,34.0467,-118.2556
200104319,1/4/2020,1/4/2020,2345,1,Central,127,2,623,BATTERY POLICE (SIMPLE),1212 0356,0,X,X,753,DETENTION/JAIL FACILITY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623,,,,100 N LOS ANGELES ST,,34.0515,-118.2424
200104320,1/5/2020,1/4/2020,2145,1,Central,164,1,330,BURGLARY FROM VEHICLE,0344 1609 1212 1822 0321,0,M,B,101,STREET,,,IC,Invest Cont,330,,,,6TH ST,LOS ANGELES,34.0446,-118.249
200104321,1/6/2020,1/5/2020,1840,1,Central,185,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 1822 1414,30,F,A,101,STREET,,,IC,Invest Cont,330,,,,900 S LOS ANGELES ST,,34.0407,-118.2541
200812231,7/23/2020,5/15/2020,800,8,West LA,886,2,956,"LETTERS, LEWD - TELEPHONE CALLS, LEWD",1906,44,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,956,,,,1100 ROXBURY DR,,34.0567,-118.4055
200104323,1/5/2020,1/3/2020,1,1,Central,165,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,28,M,W,101,STREET,,,IC,Invest Cont,420,,,,LOS ANGELES ST,6TH ST,34.0433,-118.2504
200104325,1/6/2020,1/6/2020,30,1,Central,185,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1414 2033 0416 2000 1814,26,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,1000 S BROADWAY,,34.0409,-118.2574
200104326,1/5/2020,1/5/2020,1945,1,Central,182,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1414 0443 2004 0329,56,M,H,101,STREET,,,AA,Adult Arrest,740,,,,FLOWER,PICO,34.0401,-118.2668
200104327,1/5/2020,1/5/2020,2130,1,Central,119,1,210,ROBBERY,2028 0913 0910 0344 0444 0416,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,800 N ALAMEDA ST,,34.0563,-118.2374
200104328,1/5/2020,1/5/2020,2120,1,Central,153,1,350,"THEFT, PERSON",0355 0344 0400 1822 0377,35,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,200 W 6TH ST,,34.046,-118.2509
200104329,1/5/2020,1/5/2020,1717,1,Central,134,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,1300 1822 1501 1606,28,F,H,102,SIDEWALK,,,IC,Invest Cont,421,,,,HILL,3RD,34.0503,-118.2504
200104330,1/6/2020,1/5/2020,519,1,Central,119,2,888,TRESPASSING,0910 1501 2004,19,M,W,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N ALAMEDA ST,,34.0563,-118.2374
200104331,1/5/2020,1/5/2020,2330,1,Central,157,2,624,BATTERY - SIMPLE ASSAULT,0416 0913,43,F,B,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 S SAN PEDRO ST,,34.0442,-118.2439
200104333,1/6/2020,1/6/2020,145,1,Central,119,2,888,TRESPASSING,0910 0329 2004,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N ALAMEDA ST,,34.0563,-118.2374
200405489,2/7/2020,2/6/2020,2115,4,Hollenbeck,464,2,946,OTHER MISCELLANEOUS CRIME,0432 0913 1258,12,F,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,946,,,,200 N SOTO ST,,34.0445,-118.2116
200104336,1/6/2020,1/5/2020,2030,1,Central,185,2,647,THROWING OBJECT AT MOVING VEHICLE,1300 0447 0329 1822,43,M,H,101,STREET,306,ROCK/THROWN OBJECT,IC,Invest Cont,647,,,,HILL,PICO,34.0377,-118.2621
200104337,1/6/2020,1/6/2020,240,1,Central,163,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218 2034 1822,59,M,B,102,SIDEWALK,,,IC,Invest Cont,440,,,,700 S BROADWAY,,34.0452,-118.2534
200104339,1/5/2020,1/5/2020,2045,1,Central,192,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300 1822,34,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,1400 S OLIVE ST,,34.0366,-118.2643
200104340,1/6/2020,1/5/2020,2030,1,Central,195,1,310,BURGLARY,0344 1822,38,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,1800 S MAIN ST,,34.0317,-118.2641
200104351,1/1/2020,1/1/2020,100,1,Central,162,1,330,BURGLARY FROM VEHICLE,1606 0344,37,M,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,700 S FIGUEROA ST,,34.0494,-118.2599
200104352,1/6/2020,1/5/2020,2000,1,Central,153,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,SPRING ST,5TH ST,34.046,-118.2509
220314085,7/22/2022,5/12/2020,1110,3,Southwest,303,2,354,THEFT OF IDENTITY,100,27,F,B,248,CELL PHONE STORE,,,IC,Invest Cont,354,,,,2500 S SYCAMORE AV,,34.0335,-118.3537
200104360,1/6/2020,1/6/2020,755,1,Central,153,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1414 2004 0445 1822 2003,61,X,X,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230,,,,6TH ST,BROADWAY,34.047,-118.2526
210804296,1/8/2020,1/4/2020,1025,8,West LA,808,2,940,EXTORTION,0337 1803,49,M,O,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,940,,,,2200 SAN YSIDRO DR,,34.1114,-118.4245
200104369,1/6/2020,1/6/2020,930,1,Central,127,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1268 1822 0305 0411 1218,22,M,H,101,STREET,207,OTHER KNIFE,IC,Invest Cont,230,,,,COMMERCIAL ST,LOS ANGELES,34.0527,-118.2398
200104372,1/6/2020,1/6/2020,600,1,Central,111,1,330,BURGLARY FROM VEHICLE,1307 1822 0344,43,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,600 N BROADWAY,,34.0586,-118.2402
200104377,1/6/2020,1/5/2020,2000,1,Central,163,2,624,BATTERY - SIMPLE ASSAULT,0448 0305 0913 0554,71,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,8TH,BROADWAY,34.0438,-118.2547
200104379,1/6/2020,1/6/2020,1310,1,Central,119,2,624,BATTERY - SIMPLE ASSAULT,0910 0416 1822 1202,71,M,A,834,LA UNION STATION (NOT LINE SPECIFIC),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 N ALAMEDA ST,,34.0563,-118.2374
200104381,1/6/2020,1/6/2020,1305,1,Central,159,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,2000 E 7TH ST,,34.0387,-118.2335
200104382,1/6/2020,1/6/2020,1230,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 2004,55,M,W,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,700 S FLOWER ST,,34.0487,-118.2588
200104385,1/6/2020,1/6/2020,1450,1,Central,138,1,330,BURGLARY FROM VEHICLE,1822 1414 1307 0344 0329,19,F,W,101,STREET,,,IC,Invest Cont,330,,,,4TH,ALAMEDA,34.0433,-118.2381
200104389,1/2/2020,1/1/2020,1230,1,Central,154,1,330,BURGLARY FROM VEHICLE,1606 0344,68,F,W,101,STREET,,,IC,Invest Cont,330,,,,W 5TH ST,S SPRING ST,34.0474,-118.2496
